epoch;accuracy;loss;lr;precision;recall;val_accuracy;val_loss;val_precision;val_recall
40;0.99406666;0.01941205433635041;0.001;0.9954455;0.99669296;0.9954000115394592;0.015053745645395248;0.99296635389328;0.9948609471321106
41;0.9941;0.02073701947759837;0.001;0.9954702;0.9966345;0.9955999851226807;0.01353170558284619;0.994096577167511;0.9995558261871338
42;0.9946833;0.017980171691152888;0.001;0.99716514;0.9963126;0.9961000084877014;0.013257795442207135;0.9915339946746826;0.9995558261871338
43;0.99483335;0.01681079266142721;0.001;0.9977461;0.99513865;0.9954000115394592;0.014176935665609198;0.9926291108131409;1.0
44;0.99408334;0.019808031636010855;0.001;0.99732226;0.9960277;0.995199978351593;0.01593828309850214;0.9907941222190857;0.9995558261871338
45;0.99418336;0.019684549750449757;0.001;0.9969653;0.9945995;0.9957000017166138;0.015558682434163347;0.9935687780380249;0.9995558261871338
46;0.9943;0.019182390871457757;0.001;0.9965023;0.99698675;0.995199978351593;0.015939880798825107;0.9915366768836975;1.0
47;0.99471664;0.017158763165337345;0.001;0.9967048;0.99679697;0.9948999881744385;0.013550572900442058;0.9926149249076843;0.9980068802833557
48;0.99418336;0.01911029488189767;0.001;0.99672097;0.99753684;0.9955000281333923;0.016115859072870806;0.9901647567749023;0.9995558261871338
49;0.9945;0.018102480023074897;0.001;0.9957456;0.9966248;0.9955000281333923;0.014221551883293432;0.9954046010971069;0.997212827205658
50;0.9944;0.018540853021542233;0.001;0.9993839;0.9965318;0.9954000115394592;0.01435835704022029;0.993743896484375;0.9984053373336792
51;0.99483335;0.017343845843151212;0.001;0.99564755;0.9958957;0.9940000176429749;0.018263893655544962;0.9946610927581787;0.9980571269989014
52;0.99405;0.01961072781945889;0.001;0.99677676;0.9956386;0.9955999851226807;0.015055136924578619;0.9940899014472961;0.9984053373336792
